"0.0000000000","-0.7705806058","2.2964827955","3.5629816129","0.4654001678","1.3351644160","0.4501411460","0.0076295109...8","0.0076295109...9","0.0076295109...10","0.0076295109...11","0.0076295109...12","0.0076295109...13","-0.3865415427","-0.0742809186","-0.9717555505","-0.0230106050","0.0919813840","-0.9241474022","0.0000610361...20","0.0000610361...21","0.0000610361...22","0.0000610361...23","0.0000610361...24","0.0000610361...25","0.1926604105","-0.1064164187","-0.0697337301","0.2308690013","-0.0705882353","0.0596627756","0.0000305180...32","0.0000305180...33","0.0000305180...34","0.0000305180...35","0.0000305180...36","0.0000305180...37","4.6301976043","0.6189059281","0.8250125887","2.4750377661","...42"
2.3,-2.5864042115,-3.6545357443,-9.7886625467,0.5569542992,1.2130922408,0.3891050584,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.1068741894,-0.2813153277,-0.9810330358,-0.0204470893,0.0862439918,-0.9245136187,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1190508888,-0.1787441825,0.0177309834,0.2311741817,-0.073884184,0.0475776303,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2251468681,2.8052185855,0.8250125887,2.4750377661,NA
2.32,0.4043640803,-2.5711451896,-16.8230716411,0.5111772335,1.1062790875,0.4959182116,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.1076066224,-0.3037766079,-0.9638208591,-0.0198367285,0.0889295796,-0.9217059586,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1192950332,-0.1791714351,0.0184634165,0.2308079652,-0.0711375601,0.0460517281,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2227054246,2.8039978637,0.8250125887,2.4750377661,NA
2.34,-4.0970473793,-3.4561684596,-26.298924239,0.4196231022,1.1520561532,0.2822919051,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.1068741894,-0.3319752804,-0.9550316625,-0.022278172,0.0863660639,-0.9250019074,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1216144045,-0.1785610742,0.0181582361,0.2311131456,-0.0705271992,0.0470893416,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2239261463,2.8039978637,0.8250125887,2.4750377661,NA
2.36,2.9373617151,-3.4714274815,-45.3574425879,0.5111772335,1.182574197,0.2517738613,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.1072404059,-0.3440604257,-0.9430685893,-0.0188601511,0.0853894865,-0.9203631647,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1238727398,-0.1767299916,0.0176699474,0.2328831922,-0.0691844053,0.0499580377,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2263675898,2.8052185855,0.8250125887,2.4750377661,NA
2.38,15.5260547799,-7.1641107805,-72.0302128634,0.5264362554,1.2436102846,0.4196231022,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.0852674144,-0.3589532311,-0.9221942473,-0.0184939345,0.0835584039,-0.9225604639,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1275959411,-0.1747768368,0.0180972,0.230685893,-0.0726024262,0.0560006104,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2275883116,2.8052185855,0.8250125887,2.4750377661,NA
2.4,16.990920882,-20.1953154803,-82.1622034028,0.4043640803,1.2741283284,0.4196231022,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.0805065995,-0.3971618219,-0.8797131304,-0.0210574502,0.0880750744,-0.9242694743,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1327229725,-0.173495079,0.0191958495,0.2274509804,-0.0751049058,0.0652780957,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2251468681,2.8052185855,0.8250125887,2.4750377661,NA
2.42,13.4660868238,-38.1857022965,-89.0897993439,0.5264362554,1.3046463722,0.2822919051,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.0702525368,-0.3687190051,-0.8728770886,-0.022278172,0.0884412909,-0.9291523613,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1327229725,-0.173495079,0.0191958495,0.2328831922,-0.0778515297,0.0563057908,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2227054246,2.802777142,0.8250125887,2.4750377661,NA
2.44,8.9188982986,-52.3308155947,-111.3984893568,0.4348821241,1.2588693065,0.4959182116,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.0939345388,-0.3673762112,-0.8928969253,-0.0211795224,0.0861219196,-0.9252460517,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1385214008,-0.1681239033,0.018829633,0.23416495,-0.0695506218,0.0469672694,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2239261463,2.8039978637,0.8250125887,2.4750377661,NA
2.46,-8.0338750286,-56.4049744411,-131.3267719539,0.6485084306,1.1978332189,0.4196231022,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.1339742123,-0.3495536736,-0.9262226291,-0.0225223163,0.0868543526,-0.9242694743,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1452353704,-0.1636072328,0.0176699474,0.2322117952,-0.0721751736,0.0663157092,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2275883116,2.8064393072,0.8250125887,2.4750377661,NA
2.48,-17.3418783856,-53.3684290837,-132.6695658808,0.5111772335,1.182574197,0.5264362554,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.1422751202,-0.3323414969,-0.9773708705,-0.0211795224,0.0866102083,-0.9210955978,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1517662318,-0.1590905623,0.0162050813,0.2334935531,-0.0730907149,0.0596017395,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2275883116,2.8052185855,0.8250125887,2.4750377661,NA
2.5,-25.3223468376,-48.9890897993,-123.8193331807,0.6332494087,1.3199053941,0.5111772335,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.1502098116,-0.2578774701,-1.0008087282,-0.0219119554,0.0875867857,-0.9232928969,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1601281758,-0.1529869535,0.0138857099,0.2330663005,-0.0762645914,0.0510566873,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2263675898,2.8052185855,0.8250125887,2.4750377661,NA
2.52,-10.0785839628,-49.2484931716,-125.6656748302,0.9231708248,1.2130922408,0.3585870146,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.1438620584,-0.2224765393,-0.9781033036,-0.0215457389,0.0873426413,-0.9257343404,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1684290837,-0.14914168,0.0103456168,0.2333714809,-0.0721141375,0.0421454185,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2227054246,2.8039978637,0.8250125887,2.4750377661,NA
2.54,-11.5739681086,-63.225757229,-122.0950637064,0.5264362554,1.1673151751,0.2517738613,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.116395819,-0.2416418708,-0.9795681697,-0.0193484398,0.0863660639,-0.9230487526,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1736781872,-0.142854963,0.0079652094,0.2310521096,-0.0729686427,0.0540474556,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2227054246,2.8039978637,0.8250125887,2.4750377661,NA
2.56,-24.6814679179,-74.2122529946,-108.2246128023,0.5111772335,1.1978332189,0.4348821241,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.1189593347,-0.2395666438,-0.9032730602,-0.0216678111,0.0872205692,-0.9253681239,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1795376516,-0.1343709468,0.0040588998,0.23416495,-0.0726634623,0.0499580377,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2275883116,2.8052185855,0.8250125887,2.4750377661,NA
2.58,-14.3968871595,-79.5071335927,-80.3006027314,0.6790264744,1.3046463722,0.5416952773,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.1353170062,-0.1997711147,-0.9855497063,-0.0214236667,0.0864881361,-0.9292744335,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1852140078,-0.1291218433,0.0005798428,0.2319066148,-0.0715648127,0.0545357443,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2288090333,2.8052185855,0.8250125887,2.4750377661,NA
2.6,-13.3287556268,-69.3141069657,-62.1423666743,0.4654001678,1.335164416,0.3585870146,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.1353170062,-0.1997711147,-1.0310826276,-0.0206912337,0.0868543526,-0.9204852369,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.18954757,-0.1250934615,-0.0032043946,0.2321507591,-0.0700389105,0.0533150225,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2251468681,2.8039978637,0.8250125887,2.4750377661,NA
2.62,-6.0654612039,-59.5483329519,-70.4737926299,0.3433279927,1.1520561532,0.5264362554,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.1880521859,-0.2174715801,-1.0310826276,-0.0215457389,0.0861219196,-0.9223163195,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1911955444,-0.1215533684,-0.0091859312,0.2280613413,-0.0699778744,0.0514229038,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2239261463,2.8039978637,0.8250125887,2.4750377661,NA
2.64,0.5111772335,-59.9450675212,-82.0553902495,0.587472343,1.2588693065,0.6027313649,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.220889601,-0.2052643626,-1.0121614405,-0.0204470893,0.0834363317,-0.9290302892,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1955291066,-0.1171587701,-0.0116884108,0.2322117952,-0.0711985962,0.041107805,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2239261463,2.8039978637,0.8250125887,2.4750377661,NA
2.66,9.1172655833,-66.9336995499,-88.2658121614,0.4806591897,1.2283512627,0.3433279927,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.2142977035,-0.261295491,-0.9726100557,-0.0234988937,0.0844129091,-0.9291523613,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1983367666,-0.1118486305,-0.0144350347,0.2298924239,-0.071747921,0.0357976654,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2275883116,2.8052185855,0.8250125887,2.4750377661,NA
2.68,-0.6027313649,-73.1746395056,-87.0298313878,0.4806591897,1.2283512627,0.144960708,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.1885404746,-0.2694743267,-0.9383077745,-0.0214236667,0.0896620127,-0.9207293812,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.2018768597,-0.1086747539,-0.018829633,0.2300755322,-0.0730296788,0.0631418326,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2288090333,2.8052185855,0.8250125887,2.4750377661,NA
2.7,-21.5381094072,-94.537270161,-93.9574273289,0.5722133211,1.2283512627,0.2517738613,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.1840238041,-0.3452811475,-0.8845960174,-0.0211795224,0.0873426413,-0.919874876,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.2054169528,-0.1023880369,-0.022980087,0.232028687,-0.0735790036,0.0483100633,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2263675898,2.8039978637,0.8250125887,2.4750377661,NA
2.72,-48.0430304417,-90.9361409934,-71.496147097,0.6790264744,1.1673151751,0.3585870146,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.2271152819,-0.282902266,-0.9104753185,-0.0210574502,0.0859998474,-0.9243915465,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.2079194324,-0.0967116808,-0.0284733349,0.2290989548,-0.0698558022,0.0457465476,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2227054246,2.8039978637,0.8250125887,2.4750377661,NA
2.74,-67.6813916228,-86.3279163806,-54.1313801785,0.6179903868,1.1215381094,0.3738460365,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.2339513237,-0.2853437095,-0.9403830014,-0.0199588006,0.0858777752,-0.922682536,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.2088349737,-0.0925612268,-0.035553521,0.2271458,-0.0707713436,0.0647287709,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2239261463,2.8039978637,0.8250125887,2.4750377661,NA
2.76,-63.9429312581,-92.2789349203,-52.9869535363,0.4959182116,1.1215381094,0.5264362554,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.2709391928,-0.2478675517,-0.9203631647,-0.0232547494,0.0861219196,-0.9245136187,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.2096284428,-0.0883497368,-0.0423285267,0.2308079652,-0.0730907149,0.0605172808,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2275883116,2.8052185855,0.8250125887,2.4750377661,NA
2.78,-51.5373464561,-100.1220721752,-60.4943923095,0.3738460365,1.1978332189,0.4959182116,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.2948653391,-0.221622034,-0.8786144808,-0.0197146563,0.08783093,-0.924757763,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.2105439841,-0.084321355,-0.0497749294,0.2318455787,-0.0750438697,0.056427863,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2275883116,2.8052185855,0.8250125887,2.4750377661,NA
2.8,-53.8719768063,-81.7654688334,-47.1274891279,0.4348821241,1.3046463722,0.5569542992,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.3181811246,-0.2438391699,-0.9656519417,-0.0211795224,0.0846570535,-0.9242694743,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.2096894789,-0.078034638,-0.056427863,0.2308690013,-0.0727244984,0.0451972229,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2263675898,2.8039978637,0.8250125887,2.4750377661,NA
2.82,-54.0856031128,-61.8677042802,-19.5849546044,0.6027313649,1.2588693065,0.5111772335,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.3070725566,-0.204165713,-0.9680933852,-0.0203250172,0.0861219196,-0.9229266804,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.2114595254,-0.0754711223,-0.0640573739,0.2326390478,-0.0722972457,0.0439765011,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2239261463,2.8039978637,0.8250125887,2.4750377661,NA
2.84,-30.2204928664,-51.4763103685,-12.5810635538,0.5722133211,1.1978332189,0.4348821241,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.3534599832,-0.133119707,-0.9750514992,-0.0204470893,0.0855115587,-0.9250019074,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.2099336233,-0.0727244984,-0.068268864,0.233432517,-0.0705271992,0.0524605173,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2239261463,2.8039978637,0.8250125887,2.4750377661,NA
2.86,-4.432745861,-38.1246662089,-14.1527428092,0.4654001678,1.2741283284,0.2212558175,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.3919127184,-0.1189593347,-0.9568627451,-0.0198367285,0.0877088579,-0.9298847944,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.2096894789,-0.0703440909,-0.0708934157,0.2314793622,-0.0724193179,0.0556343938,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2275883116,2.8052185855,0.8250125887,2.4750377661,NA
2.88,5.0736247807,-15.9380483711,-17.6623178454,0.4654001678,1.1520561532,0.3433279927,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.4052185855,-0.1676661326,-0.9549095903,-0.0199588006,0.08783093,-0.9225604639,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.2092011902,-0.0694895857,-0.0733958953,0.2283054856,-0.073151751,0.045990692,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2288090333,2.8052185855,0.8250125887,2.4750377661,NA
2.9,15.2819104295,-1.0147249561,-19.4628824292,0.4806591897,1.182574197,0.6332494087,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.4016784924,-0.1850003815,-0.9636987869,-0.0217898833,0.0879530022,-0.9239032578,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.2102388037,-0.0687571527,-0.0721141375,0.2317845426,-0.0730296788,0.0441596094,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2251468681,2.8052185855,0.8250125887,2.4750377661,NA
2.92,17.6928358892,6.1570153353,-18.913557641,0.450141146,1.2893873503,0.450141146,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.3898374914,-0.2134431983,-0.9405050736,-0.0210574502,0.0851453422,-0.9242694743,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.2096894789,-0.0677805753,-0.0733958953,0.2314793622,-0.0738231479,0.0468451972,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2239261463,2.8039978637,0.8250125887,2.4750377661,NA
2.94,14.5342183566,7.682917525,-16.395819028,0.5111772335,1.2130922408,0.4196231022,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.3659113451,-0.2322423133,-0.9190203708,-0.020935378,0.0868543526,-0.9246356909,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.2109102007,-0.0665598535,-0.0711375601,0.232028687,-0.0709544518,0.0505073625,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2251468681,2.8052185855,0.8250125887,2.4750377661,NA
2.96,7.2098878462,2.4032959487,-12.4742504005,0.5569542992,1.2130922408,0.5722133211,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.3524834058,-0.2394445716,-0.8869153887,-0.0213015946,0.0858777752,-0.9221942473,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.2114595254,-0.0660715648,-0.070405127,0.2287937743,-0.0720531014,0.0554512856,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2263675898,2.8052185855,0.8250125887,2.4750377661,NA
2.98,0.6179903868,-7.1793698024,-6.8894483864,0.4959182116,1.1520561532,0.297550927,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.340764477,-0.2464026856,-0.8725108721,-0.0208133059,0.0867322805,-0.9202410925,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.210421912,-0.0659494926,-0.0710154879,0.2293430991,-0.0677805753,0.0449530785,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2275883116,2.8052185855,0.8250125887,2.4750377661,NA
3,-4.4632639048,-9.6665903716,-3.9749752041,0.587472343,1.182574197,0.2670328832,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.3500419623,-0.2333409628,-0.8653086137,-0.0220340276,0.0873426413,-0.9239032578,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.2120088502,-0.0657663844,-0.0715648127,0.22854963,-0.0722972457,0.0545357443,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2263675898,2.8064393072,0.8250125887,2.4750377661,NA
3.02,-4.722667277,-9.300373846,3.8681620508,0.4196231022,1.2283512627,0.4043640803,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.3523613336,-0.2110017548,-0.8920424201,-0.0186160067,0.0869764248,-0.9207293812,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.211154345,-0.064789807,-0.071076524,0.2290379187,-0.0739452201,0.0533150225,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2214847028,2.8039978637,0.8250125887,2.4750377661,NA
3.04,-3.4409094377,-6.797894255,15.2971694514,0.6027313649,1.335164416,0.4043640803,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.3552910658,-0.1884184024,-0.9016861219,-0.0224002441,0.08783093,-0.9259784848,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.2103608759,-0.0652780957,-0.0726024262,0.2284885939,-0.0722972457,0.0545967803,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2239261463,2.8052185855,0.8250125887,2.4750377661,NA
3.06,-2.4948500801,-3.2883192187,21.3244831006,0.5569542992,1.2130922408,0.3128099489,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.378362707,-0.1798733501,-0.9127946899,-0.020935378,0.0863660639,-0.9270771344,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.2106660563,-0.0660105287,-0.0713817044,0.2289158465,-0.0733958953,0.0603341726,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2288090333,2.8052185855,0.8250125887,2.4750377661,NA
3.08,-2.4490730144,7.5761043717,20.4242008087,0.4959182116,1.2283512627,0.6332494087,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.4122987716,-0.1904936294,-0.9348897536,-0.0219119554,0.0859998474,-0.924757763,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.2096894789,-0.0664988174,-0.0715648127,0.2305638209,-0.0726024262,0.0519722286,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2275883116,2.8064393072,0.8250125887,2.4750377661,NA
3.1,0.5264362554,21.1413748379,26.1921110857,0.5264362554,1.2130922408,0.4806591897,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.3965514611,-0.1903715572,-0.9669947356,-0.0197146563,0.0846570535,-0.9237811856,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.2101167315,-0.0680857557,-0.0708323796,0.2295262074,-0.0723582818,0.0540474556,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2275883116,2.8052185855,0.8250125887,2.4750377661,NA
3.12,6.4774547951,28.8166628519,53.612573434,0.587472343,1.182574197,0.4196231022,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.3368581674,-0.1524071107,-0.9601586938,-0.0226443885,0.08783093,-0.9237811856,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.210421912,-0.0707103075,-0.0681467918,0.2329442283,-0.0712596323,0.0497138933,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2239261463,2.8052185855,0.8250125887,2.4750377661,NA
3.14,10.0328068971,34.9965667201,93.5301747158,0.450141146,1.2436102846,0.1907377737,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.2825360494,-0.0962539101,-0.9284199283,-0.0234988937,0.0866102083,-0.9257343404,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.2092622263,-0.0748607614,-0.0661326009,0.2322728313,-0.0707103075,0.0616769665,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2239261463,2.8052185855,0.8250125887,2.4750377661,NA
3.16,1.9607843137,41.9089036393,106.6681925689,0.5111772335,1.1215381094,0.297550927,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.3831235218,-0.1450827802,-0.9042496376,-0.0213015946,0.0845349813,-0.9237811856,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.2073701076,-0.0807812619,-0.0628976883,0.2326390478,-0.0697337301,0.0437323568,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2288090333,2.8052185855,0.8250125887,2.4750377661,NA
