"0.0000000000","-0.7705806058","2.2964827955","3.5629816129","0.4654001678","1.3351644160","0.4501411460","0.0076295109...8","0.0076295109...9","0.0076295109...10","0.0076295109...11","0.0076295109...12","0.0076295109...13","-0.3865415427","-0.0742809186","-0.9717555505","-0.0230106050","0.0919813840","-0.9241474022","0.0000610361...20","0.0000610361...21","0.0000610361...22","0.0000610361...23","0.0000610361...24","0.0000610361...25","0.1926604105","-0.1064164187","-0.0697337301","0.2308690013","-0.0705882353","0.0596627756","0.0000305180...32","0.0000305180...33","0.0000305180...34","0.0000305180...35","0.0000305180...36","0.0000305180...37","4.6301976043","0.6189059281","0.8250125887","2.4750377661","...42"
0.42,36.4614328222,11.7418173495,112.9854276341,0.4196231022,1.2130922408,0.6027313649,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.3423514153,0.0632944228,-0.9724879835,-0.0199588006,0.0833142596,-0.919874876,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1784390021,-0.1269855802,-0.0636301213,0.2328221561,-0.0716868849,0.055085069,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2227054246,2.8039978637,0.8250125887,2.4750377661,NA
0.44,39.5284962234,31.7006179904,128.2597085527,0.4348821241,1.2741283284,0.4959182116,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.3744563973,0.0800183108,-0.9947051194,-0.0204470893,0.0916151675,-0.9254901961,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1742885481,-0.133821622,-0.0589913787,0.2336766613,-0.0690623331,0.0574654765,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2214847028,2.8039978637,0.8250125887,2.4750377661,NA
0.46,63.6530098421,62.7527275502,135.0347142748,0.5264362554,1.2436102846,0.4196231022,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.4036316472,0.1130998703,-1.0003204395,-0.0237430381,0.0921034562,-0.9239032578,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1678797589,-0.1407186999,-0.0547798886,0.2287327382,-0.0732127871,0.0610055695,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2251468681,2.8052185855,0.8250125887,2.4750377661,NA
0.48,82.3605706874,118.3871213855,139.7192339971,0.4654001678,1.2741283284,0.1754787518,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.4544136721,0.0597543297,-1.058548867,-0.0206912337,0.0869764248,-0.9279316396,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1631799802,-0.1487754635,-0.0469672694,0.2293430991,-0.0716868849,0.0526436255,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2263675898,2.8052185855,0.8250125887,2.4750377661,NA
0.5,96.2767986572,137.3846036469,120.6149385824,0.4806591897,1.1978332189,0.4959182116,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.3726253147,0.048767834,-0.9687037461,-0.0177615015,0.0845349813,-0.9202410925,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1575646601,-0.1545128557,-0.0362859541,0.2308690013,-0.0751049058,0.0575265126,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2239261463,2.8039978637,0.8250125887,2.4750377661,NA
0.52,111.810482948,101.6937514305,104.7455558099,0.4654001678,1.2741283284,0.3738460365,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.2671549554,0.0372930495,-0.8712901503,-0.0220340276,0.087098497,-0.9265888457,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1543907836,-0.1600061036,-0.0256656748,0.2342870222,-0.0723582818,0.0612497139,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2214847028,2.8039978637,0.8250125887,2.4750377661,NA
0.54,115.9761959258,54.802777142,92.9808499275,0.4654001678,1.3504234379,0.3738460365,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.1715724422,-0.0838025483,-0.8866712444,-0.0225223163,0.0896620127,-0.9228046082,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1488364996,-0.1639734493,-0.016754406,0.2317845426,-0.0729686427,0.0530098421,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2214847028,2.8039978637,0.8250125887,2.4750377661,NA
0.56,87.6249332418,45.7694361791,87.5333791104,0.4654001678,1.3504234379,0.4654001678,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.1901274128,-0.2715495537,-0.8882581827,-0.0236209659,0.0880750744,-0.9243915465,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1488364996,-0.1639734493,-0.016754406,0.2309910735,-0.069001297,0.0576485847,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2251468681,2.8052185855,0.8250125887,2.4750377661,NA
0.58,56.6643778134,54.1924162661,83.9627679866,0.4654001678,1.2130922408,0.5416952773,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.2179598688,-0.3904478523,-0.9029068437,-0.0219119554,0.0812390326,-0.9218280308,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1434653239,-0.1681239033,-0.0085755703,0.2302586404,-0.0735790036,0.051544976,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2251468681,2.8052185855,0.8250125887,2.4750377661,NA
0.6,45.7084000916,38.2772564279,70.305943389,0.450141146,1.0605020218,0.6637674525,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.1643701839,-0.4003356985,-0.9038834211,-0.0211795224,0.087098497,-0.9243915465,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1376058595,-0.170748455,-0.0031433585,0.2308690013,-0.0706492714,0.0597848478,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2227054246,2.8052185855,0.8250125887,2.4750377661,NA
0.62,45.6168459602,12.3674372473,41.8478675517,0.4043640803,1.3962005035,0.6332494087,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.1432516976,-0.378362707,-0.9506370642,-0.0256961929,0.0886854353,-0.924757763,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1331502251,-0.1730678264,0.0010070954,0.2333104448,-0.0732738231,0.0679636835,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2214847028,2.802777142,0.8250125887,2.4750377661,NA
0.64,37.8347447929,3.4409094377,22.6367589837,0.450141146,1.2741283284,0.3891050584,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.1515526055,-0.391668574,-0.9638208591,-0.0237430381,0.0906385901,-0.92402533,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1308308537,-0.1743495842,0.0041199359,0.2317845426,-0.0706492714,0.0512397955,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2214847028,2.8039978637,0.8250125887,2.4750377661,NA
0.66,19.8901350423,5.3788052186,8.9799343862,0.8010986496,1.1978332189,0.3280689708,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.1431296254,-0.3590753033,-0.97004654,-0.0214236667,0.0862439918,-0.9235370413,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1314412146,-0.1748378729,0.0072327764,0.2280003052,-0.0708323796,0.0563668269,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2251468681,2.8052185855,0.8250125887,2.4750377661,NA
0.68,1.2283512627,4.3106736858,-3.7460898756,0.4959182116,1.2436102846,0.450141146,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.1207904173,-0.3571221485,-0.9606469825,-0.0205691615,0.0853894865,-0.9224383917,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1300984207,-0.1749599451,0.0085755703,0.2303196765,-0.0715037766,0.05990692,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2251468681,2.8052185855,0.8250125887,2.4750377661,NA
0.7,-6.1264972915,-1.5640497444,-16.1211566339,0.5264362554,1.2741283284,0.3585870146,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.0924696727,-0.3373464561,-0.9591821164,-0.0226443885,0.0867322805,-0.9231708248,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1294880598,-0.1750209812,0.0094911116,0.2303807126,-0.0716258488,0.0500190738,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2239261463,2.8052185855,0.8250125887,2.4750377661,NA
0.72,-9.6513313497,-7.9118028534,-29.4422827497,0.4654001678,1.2893873503,0.3280689708,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.0840466926,-0.324773022,-0.9336690318,-0.0197146563,0.0924696727,-0.9259784848,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1294880598,-0.1752040894,0.0086366064,0.2301365682,-0.0726634623,0.0462348363,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2214847028,2.802777142,0.8250125887,2.4750377661,NA
0.74,-13.6186770428,-7.8507667659,-37.8500038148,0.4196231022,1.2283512627,0.5416952773,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.0840466926,-0.324773022,-0.9336690318,-0.0206912337,0.089906157,-0.92683299,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1315632868,-0.1742885481,0.0081483177,0.2327000839,-0.0721141375,0.0470893416,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2214847028,2.8039978637,0.8250125887,2.4750377661,NA
0.76,-20.0427252613,-0.5569542992,-46.5934233616,0.587472343,1.2283512627,0.5722133211,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.1011367971,-0.2896162356,-0.9262226291,-0.0203250172,0.0861219196,-0.9251239796,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.135225452,-0.1723964294,0.0059510185,0.2314183261,-0.0735790036,0.0464179446,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2239261463,2.8039978637,0.8250125887,2.4750377661,NA
0.78,-22.0721751736,-4.8447394522,-51.1253528649,0.4959182116,1.2436102846,0.2365148394,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.089906157,-0.254337377,-0.9179217212,-0.0247196155,0.0858777752,-0.9256122683,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.137300679,-0.1713588159,0.0059510185,0.2312352178,-0.0722972457,0.0476386664,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2251468681,2.8052185855,0.8250125887,2.4750377661,NA
0.8,-17.9064621958,-17.0061799039,-45.9067673762,0.4959182116,1.1978332189,0.2670328832,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.0552376593,-0.2304112306,-0.9058365759,-0.020935378,0.0888075074,-0.9220721752,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1406576638,-0.1695277333,0.0047913329,0.2280613413,-0.0722362097,0.0623483635,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2227054246,2.8039978637,0.8250125887,2.4750377661,NA
0.82,-0.6790264744,-24.9713893339,-50.7438773175,0.5569542992,1.1978332189,0.4959182116,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.0623178454,-0.1852445258,-0.9235370413,-0.0204470893,0.0890516518,-0.9251239796,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1423056382,-0.167940795,0.0030823224,0.2314793622,-0.071808957,0.054352636,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2202639811,2.802777142,0.8250125887,2.4750377661,NA
0.84,15.0072480354,-28.358892195,-64.9347676814,0.6790264744,1.2130922408,0.3433279927,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.0722056916,-0.2079499504,-0.9420920119,-0.0234988937,0.0874647135,-0.9217059586,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1467612726,-0.1656824598,0.0027161059,0.2316014343,-0.071747921,0.046723125,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2202639811,2.802777142,0.8250125887,2.4750377661,NA
