"0.0000000000","-1.0605020218","-6.5232318608","2.3880369268","0.5264362554","1.1215381094","0.4348821241","0.0076295109...8","0.0076295109...9","0.0076295109...10","0.0076295109...11","0.0076295109...12","0.0076295109...13","-0.4834668498","-0.0813611048","-0.8770275425","-0.0205691615","0.0872205692","-0.9231708248","0.0000610361...20","0.0000610361...21","0.0000610361...22","0.0000610361...23","0.0000610361...24","0.0000610361...25","0.1800869764","-0.1263752193","-0.0700389105","0.2284885939","-0.0731517510","0.0478217746","0.0000305180...32","0.0000305180...33","0.0000305180...34","0.0000305180...35","0.0000305180...36","0.0000305180...37","4.6301976043","0.6164644846","0.8250125887","2.4750377661","...42"
0.42,0.8468757153,-4.3564507515,1.2893873503,0.5722133211,1.3046463722,0.4348821241,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.4874952316,-0.0872205692,-0.8743419547,-0.018127718,0.0888075074,-0.9243915465,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1805752651,-0.125459678,-0.0716868849,0.2303807126,-0.073151751,0.0579537652,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2251468681,2.8052185855,0.8250125887,2.4750377661,NA
0.44,1.4877546349,-4.2648966201,1.3809414817,0.6179903868,1.2741283284,0.3891050584,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.4874952316,-0.0831921874,-0.8736095216,-0.0213015946,0.0890516518,-0.9252460517,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.180514229,-0.1255817502,-0.0702830549,0.2316014343,-0.0709544518,0.0617990387,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2239261463,2.8052185855,0.8250125887,2.4750377661,NA
0.46,2.1286335546,-4.0207522698,1.2588693065,0.6179903868,1.2893873503,0.1602197299,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.4826123445,-0.0775768673,-0.8720225834,-0.022278172,0.089173724,-0.9257343404,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1801480125,-0.1255207141,-0.0711375601,0.2339208057,-0.0695506218,0.0489814603,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2214847028,2.8039978637,0.8250125887,2.4750377661,NA
0.48,2.3422598611,-3.9291981384,0.9536888685,0.4348821241,1.2893873503,0.2670328832,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.4856641489,-0.0785534447,-0.8771496147,-0.0208133059,0.0864881361,-0.9281757839,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.181185626,-0.1267414359,-0.0707103075,0.2333104448,-0.0716258488,0.0561837186,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2202639811,2.802777142,0.8250125887,2.4750377661,NA
0.5,1.5945677882,-4.2648966201,1.5335317006,0.5264362554,1.2283512627,0.4654001678,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.4899366751,-0.0818493935,-0.8781261921,-0.0206912337,0.0853894865,-0.9215838865,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.180514229,-0.1255817502,-0.0713817044,0.2293430991,-0.0732738231,0.0540474556,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2214847028,2.8039978637,0.8250125887,2.4750377661,NA
0.52,1.472495613,-4.1580834668,2.0218204013,0.5111772335,1.0910200656,0.4348821241,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.4848096437,-0.0820935378,-0.8795910582,-0.0221560998,0.0880750744,-0.9214618143,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1803921569,-0.1264362554,-0.0705271992,0.2352025635,-0.0713206683,0.0614938582,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2251468681,2.8052185855,0.8250125887,2.4750377661,NA
0.54,1.9913023575,-3.6697947662,2.3880369268,0.5264362554,1.2436102846,0.4654001678,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.4878614481,-0.0790417334,-0.8816662852,-0.0225223163,0.0877088579,-0.9278095674,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1800259403,-0.1267414359,-0.0713206683,0.2366674296,-0.0707713436,0.052277409,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2239261463,2.8052185855,0.8250125887,2.4750377661,NA
0.56,0.8010986496,-2.5253681239,2.8763256275,0.5569542992,1.2741283284,0.2822919051,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.4917677577,-0.0783093004,-0.8854505226,-0.0205691615,0.0869764248,-0.9246356909,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1806973373,-0.1258869306,-0.0715037766,0.2325780117,-0.0700389105,0.059235523,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2214847028,2.8039978637,0.8250125887,2.4750377661,NA
0.58,0.9994659342,-2.0981155108,2.9373617151,0.5722133211,1.1215381094,0.4196231022,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.4939650568,-0.0768444343,-0.8820325017,-0.0198367285,0.0874647135,-0.9279316396,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.179781796,-0.1257648585,-0.0713206683,0.2315403983,-0.0737621118,0.0611276417,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2202639811,2.802777142,0.8250125887,2.4750377661,NA
0.6,1.1215381094,-3.0289158465,3.2578011749,0.4348821241,1.2436102846,0.2059967956,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.489204242,-0.0729381247,-0.8727550164,-0.0220340276,0.0863660639,-0.9242694743,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1801480125,-0.1248493172,-0.0726024262,0.2300755322,-0.0733958953,0.0577096208,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2227054246,2.8039978637,0.8250125887,2.4750377661,NA
0.62,0.6637674525,-3.2883192187,3.3035782406,0.4654001678,1.2283512627,0.3585870146,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.4882276646,-0.0779430838,-0.8679942016,-0.0206912337,0.0858777752,-0.9225604639,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1795986877,-0.1264362554,-0.0708323796,0.2316014343,-0.073151751,0.0626535439,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2239261463,2.8052185855,0.8250125887,2.4750377661,NA
0.64,0.8316166934,-3.6850537881,3.6392767224,0.450141146,1.2741283284,0.4959182116,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.4867627985,-0.0859998474,-0.8650644694,-0.0219119554,0.0875867857,-0.9248798352,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1789883268,-0.1260700389,-0.0705271992,0.2309300374,-0.0712596323,0.0542305638,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2227054246,2.8052185855,0.8250125887,2.4750377661,NA
0.66,0.6027313649,-4.3106736858,3.2120241093,0.5569542992,1.2130922408,0.4806591897,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.4893263142,-0.0925917449,-0.8650644694,-0.0197146563,0.0886854353,-0.9287861448,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1810635538,-0.1262531472,-0.0706492714,0.2286717021,-0.071076524,0.0602731365,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2202639811,2.8039978637,0.8250125887,2.4750377661,NA
0.68,1.5945677882,-4.3106736858,2.9373617151,0.6179903868,1.1673151751,0.4959182116,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.4849317159,-0.0836804761,-0.8568856336,-0.0187380789,0.0851453422,-0.9229266804,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1800259403,-0.1266803998,-0.0711375601,0.2301365682,-0.0719310292,0.0535591669,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2178225376,2.802777142,0.8250125887,2.4750377661,NA
0.7,2.2964827955,-4.1886015106,3.0441748684,0.5722133211,1.2130922408,0.3433279927,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.4793163958,-0.0951552605,-0.8650644694,-0.0215457389,0.0852674144,-0.9271992065,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1806363012,-0.1262531472,-0.070405127,0.2301365682,-0.0735179675,0.041107805,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2214847028,2.8039978637,0.8250125887,2.4750377661,NA
0.72,1.9913023575,-5.1956969558,2.2812237736,0.4654001678,1.2741283284,0.2670328832,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.4826123445,-0.1033340963,-0.8692149233,-0.0187380789,0.0884412909,-0.9267109178,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.180453193,-0.1272297246,-0.0706492714,0.2291599908,-0.0738231479,0.0409857328,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2239261463,2.8039978637,0.8250125887,2.4750377661,NA
0.74,1.7166399634,-6.4469367514,0.9994659342,0.6332494087,1.2436102846,0.1144426642,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.483588922,-0.1076066224,-0.8566414893,-0.0149538415,0.0873426413,-0.9243915465,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1808804456,-0.1272907607,-0.0710154879,0.2314183261,-0.0710154879,0.0512397955,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2239261463,2.8052185855,0.8250125887,2.4750377661,NA
0.76,0.0991836423,-6.202792401,0.9384298466,0.5569542992,1.2893873503,0.2365148394,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.4829785611,-0.1122453651,-0.8568856336,-0.0232547494,0.0889295796,-0.921950103,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1793545434,-0.1250324254,-0.071076524,0.2342259861,-0.072480354,0.0440985733,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2214847028,2.802777142,0.8250125887,2.4750377661,NA
0.78,-0.3891050584,-6.0959792477,0.5416952773,0.5722133211,1.1978332189,0.4806591897,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.4872510872,-0.106630045,-0.8625009537,-0.0249637598,0.0869764248,-0.9232928969,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1802090486,-0.1264362554,-0.0716868849,0.232028687,-0.0762645914,0.0569771878,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2202639811,2.802777142,0.8250125887,2.4750377661,NA
0.8,-0.9384298466,-6.4621957733,0.0228885328,0.5111772335,1.1062790875,0.3128099489,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.482246128,-0.0999160754,-0.8567635615,-0.0200808728,0.0880750744,-0.924757763,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1790493629,-0.1266803998,-0.0707103075,0.2314183261,-0.0735790036,0.0544747082,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2214847028,2.8039978637,0.8250125887,2.4750377661,NA
0.82,-1.8539711604,-7.0267795834,1.3656824598,0.6637674525,1.2130922408,0.5416952773,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.4852979324,-0.0910048066,-0.8589608606,-0.0193484398,0.0859998474,-0.9224383917,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1815518425,-0.1259479667,-0.0707103075,0.2341039139,-0.071076524,0.0546578164,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2239261463,2.8052185855,0.8250125887,2.4750377661,NA
0.84,-1.7166399634,-8.6137178607,1.5487907225,0.5569542992,1.3199053941,0.4654001678,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.4883497368,-0.080140383,-0.8581063554,-0.0224002441,0.0863660639,-0.928908217,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.179781796,-0.126131075,-0.0709544518,0.2303807126,-0.0719310292,0.0514229038,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2227054246,2.8039978637,0.8250125887,2.4750377661,NA
