"0.0000000000","-1.0605020218","-6.5232318608","2.3880369268","0.5264362554","1.1215381094","0.4348821241","0.0076295109...8","0.0076295109...9","0.0076295109...10","0.0076295109...11","0.0076295109...12","0.0076295109...13","-0.4834668498","-0.0813611048","-0.8770275425","-0.0205691615","0.0872205692","-0.9231708248","0.0000610361...20","0.0000610361...21","0.0000610361...22","0.0000610361...23","0.0000610361...24","0.0000610361...25","0.1800869764","-0.1263752193","-0.0700389105","0.2284885939","-0.0731517510","0.0478217746","0.0000305180...32","0.0000305180...33","0.0000305180...34","0.0000305180...35","0.0000305180...36","0.0000305180...37","4.6301976043","0.6164644846","0.8250125887","2.4750377661","...42"
2.86,-10.4448004883,9.01045243,30.8613717861,0.5722133211,1.1215381094,0.4348821241,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-1.0011749447,0.4115663386,-0.1325093462,-0.0211795224,0.0894178683,-0.9231708248,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.0497138933,-0.0875562676,-0.175631342,0.2315403983,-0.0722362097,0.0481879911,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2202639811,2.8039978637,0.8250125887,2.4750377661,NA
2.88,-8.8273441672,29.0760662242,32.2194247349,0.7858396277,1.3504234379,0.3433279927,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-1.0219272145,0.436224918,-0.189517052,-0.0213015946,0.0862439918,-0.924757763,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.0513008316,-0.0870679789,-0.1755703059,0.2310521096,-0.0723582818,0.0580758373,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2214847028,2.8039978637,0.8250125887,2.4750377661,NA
2.9,-4.7379262989,49.7978179599,34.2336156252,0.4959182116,1.182574197,0.4654001678,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-1.0249790188,0.4595407034,-0.1922026398,-0.0217898833,0.0896620127,-0.9232928969,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.0513008316,-0.0862745098,-0.176302739,0.2323338674,-0.0740062562,0.0535591669,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2251468681,2.8052185855,0.8250125887,2.4750377661,NA
2.92,-1.7471580072,64.0955214771,29.2744335088,0.587472343,1.3199053941,0.4196231022,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-1.0170443275,0.4596627756,-0.1762111849,-0.0204470893,0.0896620127,-0.9214618143,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.0528267338,-0.0862745098,-0.176302739,0.2342259861,-0.0716868849,0.0607003891,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2275883116,2.8052185855,0.8250125887,2.4750377661,NA
2.94,-1.625085832,70.901045243,19.7375448234,0.4806591897,1.2436102846,0.1754787518,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.9789578088,0.4155947204,-0.1914702068,-0.022278172,0.0896620127,-0.9250019074,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.0558785382,-0.0873121233,-0.1745937285,0.232089723,-0.0721751736,0.0609445335,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2251468681,2.8052185855,0.8250125887,2.4750377661,NA
2.96,6.1722743572,80.6668192569,-2.0523384451,0.4348821241,1.2436102846,0.144960708,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.9712672618,0.4452582589,-0.2813153277,-0.020935378,0.0849011978,-0.9246356909,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.0608224613,-0.0856031128,-0.1748378729,0.2321507591,-0.0724193179,0.0481269551,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2227054246,2.8039978637,0.8250125887,2.4750377661,NA
2.98,17.0672159915,101.9073777371,-15.9990844587,0.5569542992,1.1978332189,0.3433279927,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.9530785077,0.4527046616,-0.3320973526,-0.0197146563,0.0874647135,-0.9251239796,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.0651560235,-0.0852368963,-0.1752040894,0.2316624704,-0.0721751736,0.050873579,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2227054246,2.8052185855,0.8250125887,2.4750377661,NA
3,18.8982986191,122.2323949035,-22.4994277867,0.4654001678,1.3809414817,0.3128099489,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.9489280537,0.4469672694,-0.3662775616,-0.0214236667,0.0885633631,-0.9259784848,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.0721141375,-0.0873121233,-0.1745326925,0.2325780117,-0.0705271992,0.0536202029,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2263675898,2.8052185855,0.8250125887,2.4750377661,NA
3.02,5.6382085908,145.5939574273,-29.6864271,0.5416952773,1.1520561532,0.6637674525,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.9145037003,0.4224307622,-0.3206225681,-0.0216678111,0.0873426413,-0.9207293812,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.0791943236,-0.0863355459,-0.1711757076,0.2281834134,-0.0707103075,0.055756466,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2275883116,2.8064393072,0.8250125887,2.4750377661,NA
3.04,20.7598992905,151.8806744488,-32.9060807202,0.6332494087,1.3046463722,0.3280689708,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.8853284504,0.4130312047,-0.4181582361,-0.0220340276,0.0866102083,-0.9231708248,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.0884107729,-0.0859082933,-0.1696498054,0.2323949035,-0.0722972457,0.05850309,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2251468681,2.8052185855,0.8250125887,2.4750377661,NA
3.06,39.6353093767,169.5506218051,-33.1349660487,0.450141146,1.1978332189,0.3433279927,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.8614023041,0.4164492256,-0.498237583,-0.0217898833,0.0875867857,-0.9263447013,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.0975051499,-0.0875562676,-0.1670862898,0.2353246357,-0.0705271992,0.0545967803,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2227054246,2.8039978637,0.8250125887,2.4750377661,NA
3.08,39.5132372015,183.7872892348,-33.8063630121,0.297550927,1.3046463722,0.2822919051,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.8318608377,0.3858091096,-0.5117875944,-0.0189822232,0.0900282292,-0.9195086595,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1083085374,-0.0883497368,-0.1624475471,0.2361791409,-0.073151751,0.0574654765,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2227054246,2.8052185855,0.8250125887,2.4750377661,NA
3.1,30.2510109102,196.4065003433,-33.8521400778,0.3280689708,1.3809414817,0.2212558175,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.8318608377,0.3858091096,-0.5117875944,-0.0206912337,0.08783093,-0.9274433509,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.119172961,-0.0887159533,-0.1564660105,0.2302586404,-0.0697947662,0.0536202029,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2263675898,2.8052185855,0.8250125887,2.4750377661,NA
3.12,34.7219043259,210.0938429847,-37.0412756542,0.4959182116,1.1520561532,0.3280689708,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.8059815366,0.3600518807,-0.5327840085,-0.0197146563,0.0886854353,-0.9246356909,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1302204929,-0.0897535668,-0.1507896544,0.2305027848,-0.0694895857,0.0373235676,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2275883116,2.8064393072,0.8250125887,2.4750377661,NA
3.14,45.8915083543,222.9571984436,-48.3634699016,0.3128099489,1.1520561532,0.1907377737,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.7772945754,0.3571221485,-0.6361791409,-0.0205691615,0.0855115587,-0.9218280308,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1418173495,-0.0896925307,-0.1434042878,0.2338597696,-0.0722972457,0.0519722286,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2251468681,2.8052185855,0.8250125887,2.4750377661,NA
3.16,66.9489585718,222.4078736553,-58.2360570687,0.3585870146,1.2436102846,0.3891050584,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.7201647974,0.3296559091,-0.6626688029,-0.0197146563,0.0888075074,-0.9242694743,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1528038453,-0.0888380255,-0.1354695964,0.2307469291,-0.0730296788,0.0396429389,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2227054246,2.8039978637,0.8250125887,2.4750377661,NA
3.18,86.1905851835,217.2350652323,-63.515678645,0.5416952773,1.1215381094,0.5416952773,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.6395971618,0.3136644541,-0.7090562295,-0.0216678111,0.0866102083,-0.9253681239,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1642786297,-0.0893873503,-0.1250934615,0.2301976043,-0.0735790036,0.0567940795,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2227054246,2.8052185855,0.8250125887,2.4750377661,NA
3.2,89.7154192416,219.8596169986,-60.0061036088,0.5569542992,1.2741283284,0.2365148394,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.5526817731,0.3040207523,-0.7809567407,-0.020935378,0.0896620127,-0.9269550622,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1746547646,-0.0899366751,-0.1130693523,0.2336766613,-0.0723582818,0.0657663844,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2263675898,2.8039978637,0.8250125887,2.4750377661,NA
3.22,72.075989929,218.2574196994,-50.667582208,0.4348821241,1.3199053941,0.3128099489,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.4911573968,0.2012359808,-0.7898680095,-0.0233768215,0.0888075074,-0.9223163195,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1844205386,-0.0881666285,-0.1008010986,0.2245822843,-0.0708934157,0.0542915999,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2275883116,2.8052185855,0.8250125887,2.4750377661,NA
3.24,48.8822766461,202.800030518,-40.2761882963,0.5416952773,1.2436102846,0.4959182116,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.4213321126,0.0960097658,-0.7617914092,-0.0215457389,0.0892957961,-0.9250019074,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1921110857,-0.0882887007,-0.088471809,0.2290379187,-0.0718699931,0.0520943008,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2239261463,2.8052185855,0.8250125887,2.4750377661,NA
3.26,36.0799572747,200.8163576715,-29.6406500343,0.4806591897,1.2130922408,0.450141146,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.3341725795,0.075989929,-0.8046387427,-0.0231326772,0.0877088579,-0.9267109178,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1998016327,-0.0876783398,-0.0760814832,0.2314183261,-0.0711985962,0.0456855116,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2227054246,2.8039978637,0.8250125887,2.4750377661,NA
3.28,40.0625619898,199.1836423285,-24.223697261,0.297550927,1.1673151751,0.4959182116,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.2595864805,0.1088273442,-0.9042496376,-0.0243533989,0.08783093,-0.9258564126,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.2062104219,-0.0857862211,-0.0635690852,0.2317845426,-0.074555581,0.0527656977,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2227054246,2.8039978637,0.8250125887,2.4750377661,NA
3.3,42.092011902,191.8440527962,-28.3283741512,0.6332494087,1.1215381094,0.5111772335,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.1852445258,0.1004043641,-0.8965590906,-0.0227664607,0.0862439918,-0.9258564126,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.2098725872,-0.0849317159,-0.0517280842,0.2352025635,-0.0727244984,0.0528267338,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2263675898,2.8064393072,0.8250125887,2.4750377661,NA
3.32,49.0196078431,200.6485084306,-33.1502250706,0.5264362554,1.2130922408,0.4654001678,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.1414206149,0.0628061341,-0.9018081941,-0.0211795224,0.0894178683,-0.9252460517,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.2122529946,-0.0820019837,-0.0386053254,0.2300144961,-0.0729686427,0.0462348363,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2263675898,2.8052185855,0.8250125887,2.4750377661,NA
3.34,58.5564965286,226.7261768521,-43.1143663691,0.6790264744,1.2130922408,0.4654001678,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.0853894865,0.0039673457,-0.9417257954,-0.0195925841,0.087098497,-0.9197528038,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.2149996185,-0.0812695506,-0.0249942779,0.23276112,-0.0727244984,0.0531319142,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2251468681,2.8052185855,0.8250125887,2.4750377661,NA
3.36,83.7644007019,268.4596017395,-51.5220874342,0.6179903868,1.2436102846,0.6179903868,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.101747158,-0.0293583581,-1.0425574121,-0.0219119554,0.0866102083,-0.9271992065,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.2161593042,-0.0779736019,-0.0099183642,0.2321507591,-0.0693064775,0.0589303426,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2227054246,2.8052185855,0.8250125887,2.4750377661,NA
3.38,111.2611581598,292.7367055772,-64.1565575647,0.9689478904,1.1978332189,0.1144426642,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,-0.0261844816,-0.0855115587,-1.1529106584,-0.0216678111,0.0875867857,-0.9259784848,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.2164644846,-0.0733348592,0.0097962921,0.2276340887,-0.0715648127,0.0492256046,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2239261463,2.8052185855,0.8250125887,2.4750377661,NA
3.4,96.8719005112,269.7413595789,-48.5618371862,0.450141146,1.2130922408,0.2517738613,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.2251621271,0.0358281834,-0.9577172503,-0.0233768215,0.0869764248,-0.9269550622,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.2135957885,-0.0673533227,0.0287174792,0.2314793622,-0.0716868849,0.0629587243,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2275883116,2.8064393072,0.8250125887,2.4750377661,NA
3.42,79.3392843519,224.8645761807,-8.2017242695,0.4654001678,1.2741283284,0.4043640803,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.4610055695,-0.0565804532,-0.8401617456,-0.0213015946,0.0846570535,-0.9236591135,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.2089570459,-0.0614938582,0.0469062333,0.2305027848,-0.0729686427,0.0581368734,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2275883116,2.8064393072,0.8250125887,2.4750377661,NA
3.44,44.4724193179,169.9473563745,17.2655832761,0.450141146,1.182574197,0.3433279927,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.6450904097,-0.0863660639,-0.7454337377,-0.020202945,0.0875867857,-0.9224383917,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.2023651484,-0.0591134508,0.0614938582,0.2322117952,-0.0718699931,0.0562447547,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2251468681,2.8052185855,0.8250125887,2.4750377661,NA
3.46,46.0135805295,140.6042572671,24.9408712902,0.450141146,1.2588693065,0.4196231022,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.608346685,-0.0800183108,-0.7332265202,-0.0215457389,0.0892957961,-0.9267109178,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1980315862,-0.058564126,0.0707103075,0.2303807126,-0.0702220188,0.0588693065,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2227054246,2.8039978637,0.8250125887,2.4750377661,NA
3.48,70.7789730678,123.6972610056,26.1005569543,0.2670328832,1.1673151751,0.3585870146,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.5902800031,-0.0411993591,-0.7169909209,-0.0186160067,0.0867322805,-0.924757763,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1926604105,-0.0589913787,0.0790722515,0.2344701305,-0.070405127,0.0519111925,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2239261463,2.8039978637,0.8250125887,2.4750377661,NA
3.5,78.3321889067,112.8023193713,32.8297856107,0.4959182116,1.2741283284,0.3738460365,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.6249485008,-0.0795300221,-0.6540016785,-0.0224002441,0.0895399405,-0.9214618143,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1872281987,-0.0563668269,0.0866407263,0.2309910735,-0.0727855344,0.0696116579,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2275883116,2.8064393072,0.8250125887,2.4750377661,NA
3.52,76.4553292134,100.442511635,42.9465171283,0.4959182116,1.1520561532,0.2822919051,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.6546120394,-0.1306782635,-0.5842984665,-0.0198367285,0.0853894865,-0.9239032578,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1835660334,-0.0539253834,0.0931715877,0.2334935531,-0.0721141375,0.0520332647,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2275883116,2.8064393072,0.8250125887,2.4750377661,NA
3.54,89.7154192416,88.6778057527,54.0093080034,0.3585870146,1.4114595254,0.297550927,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.6625467308,-0.1245746548,-0.5498741131,-0.0226443885,0.0864881361,-0.926100557,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1780117494,-0.0528877699,0.0978103304,0.2319676509,-0.0704661631,0.0436102846,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2251468681,2.8064393072,0.8250125887,2.4750377661,NA
3.56,103.3722438392,89.1050583658,63.3173113603,0.4654001678,1.1978332189,0.3738460365,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.6619363699,-0.1561913481,-0.5636682689,-0.0204470893,0.0881971466,-0.9235370413,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1732509346,-0.0509956512,0.1045243,0.23276112,-0.0694285496,0.0595407034,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2227054246,2.8052185855,0.8250125887,2.4750377661,NA
3.58,105.3253986419,82.8793774319,64.5227740902,0.5111772335,1.2283512627,0.3280689708,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.6890363928,-0.2488441291,-0.510811017,-0.0221560998,0.0885633631,-0.9241474022,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1676356146,-0.0481879911,0.1083695735,0.2323338674,-0.0716868849,0.048798352,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2239261463,2.8039978637,0.8250125887,2.4750377661,NA
3.6,83.0014496071,71.8776226444,58.9990081636,0.4196231022,1.182574197,0.3128099489,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.6981918059,-0.321232929,-0.441107805,-0.0215457389,0.0902723735,-0.9242694743,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1642175937,-0.0455634394,0.1127641718,0.2328831922,-0.0730296788,0.0729076066,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2275883116,2.8064393072,0.8250125887,2.4750377661,NA
3.62,59.4262607767,54.0093080034,42.4277103838,0.5264362554,1.3046463722,0.5264362554,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.7221179522,-0.3833676661,-0.3776302739,-0.0226443885,0.0881971466,-0.9228046082,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1595178149,-0.0447699702,0.1169146258,0.230685893,-0.0715648127,0.0542305638,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2263675898,2.8064393072,0.8250125887,2.4750377661,NA
3.64,35.2864881361,38.0483710994,23.5523002976,0.4806591897,1.2130922408,0.4654001678,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.7361562524,-0.4448920424,-0.3346608682,-0.0208133059,0.0875867857,-0.921950103,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1562829023,-0.0427557794,0.1192339971,0.2277561608,-0.0722362097,0.0577706569,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2251468681,2.8064393072,0.8250125887,2.4750377661,NA
3.66,13.2829785611,20.8514534218,8.6442359045,0.5416952773,1.2283512627,0.3280689708,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.7429922942,-0.4616159304,-0.311467155,-0.0213015946,0.08783093,-0.92402533,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1537193866,-0.0412298772,0.1197222858,0.2325780117,-0.0726634623,0.0556343938,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2227054246,2.8052185855,0.8250125887,2.4750377661,NA
3.68,10.1548790723,10.3685053788,1.5945677882,0.6027313649,1.1520561532,0.4196231022,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.7447013046,-0.4624704356,-0.3173266194,-0.022278172,0.089906157,-0.9245136187,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1530479896,-0.0415960937,0.1224689097,0.2304417487,-0.0705882353,0.0628366522,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2239261463,2.8052185855,0.8250125887,2.4750377661,NA
3.7,6.7368581674,0.3738460365,-6.2790875105,0.587472343,1.1978332189,0.3433279927,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.7584954604,-0.467597467,-0.3106126497,-0.0206912337,0.0864881361,-0.9252460517,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.1524376287,-0.0401312276,0.1220416571,0.2319676509,-0.0712596323,0.0456244755,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2275883116,2.8064393072,0.8250125887,2.4750377661,NA
3.72,2.8458075837,-16.0143434806,-13.6797131304,0.6179903868,1.1215381094,0.4196231022,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.0076295109,0.7919432364,-0.4657663844,-0.2631265736,-0.0221560998,0.0897840848,-0.9234149691,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,6.10361e-05,0.152620737,-0.0394598306,0.1220416571,0.2309300374,-0.071076524,0.043183032,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.0518e-05,3.2263675898,2.8064393072,0.8250125887,2.4750377661,NA
