Data collection started on {09/12/2019 16:04:00.537}
[Time] 	 [G1.X] 	 [G1.Y] 	 [G1.Z] 	 [G2.X] 	 [G2.Y] 	 [G2.Z] 	 [G3.X] 	 [G3.Y] 	 [G3.Z] 	 [G4.X] 	 [G4.Y] 	 [G4.Z] 	 [A1.X] 	 [A1.Y] 	 [A1.Z] 	 [A2.X] 	 [A2.Y] 	 [A2.Z] 	 [A3.X] 	 [A3.Y] 	 [A3.Z] 	 [A4.X] 	 [A4.Y] 	 [A4.Z] 	 [M1.X] 	 [M1.Y] 	 [M1.Z] 	 [M2.X] 	 [M2.Y] 	 [M2.Z] 	 [M3.X] 	 [M3.Y] 	 [M3.Z] 	 [M4.X] 	 [M4.Y] 	 [M4.Z] 	 [EMG1] 	 [EMG2] 	 [PULSE A] 	 [PULSE B]
0.2000000000	0.5722133211	-4.9057755398	0.8621347372	0.4501411460	1.2588693065	0.4196231022	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4824902724	-0.0766002899	-0.8714122225	-0.0184939345	0.0885633631	-0.9226825360	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1803311208	-0.1261921111	-0.0713817044	0.2311741817	-0.0732738231	0.0564888991	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2288090333	2.8064393072	0.8250125887	2.4750377661	
0.2200000000	1.0910200656	-5.4551003281	1.6250858320	0.5569542992	1.1367971313	0.4348821241	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4856641489	-0.0748912795	-0.8762951095	-0.0232547494	0.0869764248	-0.9246356909	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1810025177	-0.1256427863	-0.0709544518	0.2317235065	-0.0718089570	0.0486762799	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2324711986	2.8064393072	0.8250125887	2.4750377661	
0.2400000000	0.3433279927	-5.0583657588	2.2507057298	0.5416952773	1.2588693065	0.5111772335	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4877393759	-0.0739147021	-0.8777599756	-0.0230106050	0.0833142596	-0.9259784848	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1809414817	-0.1256427863	-0.0710765240	0.2331883726	-0.0723582818	0.0383001450	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2288090333	2.8064393072	0.8250125887	2.4750377661	
0.2600000000	0.8773937591	-3.8681620508	2.0370794232	0.5264362554	1.3962005035	0.2670328832	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4873731594	-0.0776989395	-0.8809338521	-0.0234988937	0.0874647135	-0.9241474022	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1808194095	-0.1259479667	-0.0711985962	0.2308690013	-0.0694285496	0.0513618677	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2239261463	2.8039978637	0.8250125887	2.4750377661	
0.2800000000	0.9231708248	-4.2496375982	2.1286335546	0.5874723430	1.2283512627	0.3585870146	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4827344167	-0.0850232700	-0.8765392538	-0.0222781720	0.0873426413	-0.9263447013	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1795986877	-0.1252765698	-0.0708934157	0.2320286870	-0.0761425193	0.0494087129	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2227054246	2.8039978637	0.8250125887	2.4750377661	
0.3000000000	0.4959182116	-4.4022278172	2.2507057298	0.5569542992	1.1520561532	0.3128099489	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4827344167	-0.0850232700	-0.8765392538	-0.0227664607	0.0879530022	-0.9253681239	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1811245899	-0.1256427863	-0.0710154879	0.2300755322	-0.0751659419	0.0629587243	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2239261463	2.8052185855	0.8250125887	2.4750377661	
0.3200000000	0.0534065766	-4.0360112917	2.4032959487	0.5416952773	1.3809414817	0.4654001678	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4849317159	-0.0900282292	-0.8793469139	-0.0222781720	0.0873426413	-0.9232928969	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1813687343	-0.1236896315	-0.0716868849	0.2324559396	-0.0732738231	0.0569161517	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2275883116	2.8052185855	0.8250125887	2.4750377661	
0.3400000000	0.8773937591	-3.9597161822	1.7929350729	0.6027313649	1.2130922408	0.3738460365	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4838330663	-0.0881971466	-0.8778820478	-0.0215457389	0.0852674144	-0.9296406500	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1797817960	-0.1250324254	-0.0713206683	0.2343480583	-0.0715037766	0.0472114137	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2263675898	2.8052185855	0.8250125887	2.4750377661	
0.3600000000	1.2588693065	-4.2648966201	1.0605020218	0.6485084306	1.3046463722	0.4654001678	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4859082933	-0.0883192187	-0.8776379034	-0.0209353780	0.0863660639	-0.9241474022	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1799038682	-0.1260700389	-0.0711375601	0.2331883726	-0.0725413901	0.0509956512	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2227054246	2.8039978637	0.8250125887	2.4750377661	
0.3800000000	1.2893873503	-4.4022278172	0.8621347372	0.5111772335	1.2893873503	0.4196231022	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4866407263	-0.0900282292	-0.8751964599	-0.0242313268	0.0880750744	-0.9236591135	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1802700847	-0.1258258946	-0.0716868849	0.2312352178	-0.0727244984	0.0587472343	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2202639811	2.8027771420	0.8250125887	2.4750377661	
0.4000000000	1.8692301823	-4.7684443427	0.9231708248	0.4501411460	1.0757610437	0.3738460365	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4867627985	-0.0857557031	-0.8783703365	-0.0225223163	0.0872205692	-0.9215838865	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1807583734	-0.1260700389	-0.0710765240	0.2316014343	-0.0751049058	0.0447699702	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2227054246	2.8052185855	0.8250125887	2.4750377661	
0.4200000000	0.8468757153	-4.3564507515	1.2893873503	0.5722133211	1.3046463722	0.4348821241	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4874952316	-0.0872205692	-0.8743419547	-0.0181277180	0.0888075074	-0.9243915465	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1805752651	-0.1254596780	-0.0716868849	0.2303807126	-0.0731517510	0.0579537652	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2251468681	2.8052185855	0.8250125887	2.4750377661	
0.4400000000	1.4877546349	-4.2648966201	1.3809414817	0.6179903868	1.2741283284	0.3891050584	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4874952316	-0.0831921874	-0.8736095216	-0.0213015946	0.0890516518	-0.9252460517	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1805142290	-0.1255817502	-0.0702830549	0.2316014343	-0.0709544518	0.0617990387	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2239261463	2.8052185855	0.8250125887	2.4750377661	
0.4600000000	2.1286335546	-4.0207522698	1.2588693065	0.6179903868	1.2893873503	0.1602197299	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4826123445	-0.0775768673	-0.8720225834	-0.0222781720	0.0891737240	-0.9257343404	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1801480125	-0.1255207141	-0.0711375601	0.2339208057	-0.0695506218	0.0489814603	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2214847028	2.8039978637	0.8250125887	2.4750377661	
0.4800000000	2.3422598611	-3.9291981384	0.9536888685	0.4348821241	1.2893873503	0.2670328832	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4856641489	-0.0785534447	-0.8771496147	-0.0208133059	0.0864881361	-0.9281757839	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1811856260	-0.1267414359	-0.0707103075	0.2333104448	-0.0716258488	0.0561837186	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2202639811	2.8027771420	0.8250125887	2.4750377661	
0.5000000000	1.5945677882	-4.2648966201	1.5335317006	0.5264362554	1.2283512627	0.4654001678	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4899366751	-0.0818493935	-0.8781261921	-0.0206912337	0.0853894865	-0.9215838865	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1805142290	-0.1255817502	-0.0713817044	0.2293430991	-0.0732738231	0.0540474556	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2214847028	2.8039978637	0.8250125887	2.4750377661	
0.5200000000	1.4724956130	-4.1580834668	2.0218204013	0.5111772335	1.0910200656	0.4348821241	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4848096437	-0.0820935378	-0.8795910582	-0.0221560998	0.0880750744	-0.9214618143	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1803921569	-0.1264362554	-0.0705271992	0.2352025635	-0.0713206683	0.0614938582	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2251468681	2.8052185855	0.8250125887	2.4750377661	
0.5400000000	1.9913023575	-3.6697947662	2.3880369268	0.5264362554	1.2436102846	0.4654001678	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4878614481	-0.0790417334	-0.8816662852	-0.0225223163	0.0877088579	-0.9278095674	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1800259403	-0.1267414359	-0.0713206683	0.2366674296	-0.0707713436	0.0522774090	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2239261463	2.8052185855	0.8250125887	2.4750377661	
0.5600000000	0.8010986496	-2.5253681239	2.8763256275	0.5569542992	1.2741283284	0.2822919051	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4917677577	-0.0783093004	-0.8854505226	-0.0205691615	0.0869764248	-0.9246356909	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1806973373	-0.1258869306	-0.0715037766	0.2325780117	-0.0700389105	0.0592355230	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2214847028	2.8039978637	0.8250125887	2.4750377661	
0.5800000000	0.9994659342	-2.0981155108	2.9373617151	0.5722133211	1.1215381094	0.4196231022	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4939650568	-0.0768444343	-0.8820325017	-0.0198367285	0.0874647135	-0.9279316396	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1797817960	-0.1257648585	-0.0713206683	0.2315403983	-0.0737621118	0.0611276417	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2202639811	2.8027771420	0.8250125887	2.4750377661	
0.6000000000	1.1215381094	-3.0289158465	3.2578011749	0.4348821241	1.2436102846	0.2059967956	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4892042420	-0.0729381247	-0.8727550164	-0.0220340276	0.0863660639	-0.9242694743	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1801480125	-0.1248493172	-0.0726024262	0.2300755322	-0.0733958953	0.0577096208	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2227054246	2.8039978637	0.8250125887	2.4750377661	
0.6200000000	0.6637674525	-3.2883192187	3.3035782406	0.4654001678	1.2283512627	0.3585870146	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4882276646	-0.0779430838	-0.8679942016	-0.0206912337	0.0858777752	-0.9225604639	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1795986877	-0.1264362554	-0.0708323796	0.2316014343	-0.0731517510	0.0626535439	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2239261463	2.8052185855	0.8250125887	2.4750377661	
0.6400000000	0.8316166934	-3.6850537881	3.6392767224	0.4501411460	1.2741283284	0.4959182116	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4867627985	-0.0859998474	-0.8650644694	-0.0219119554	0.0875867857	-0.9248798352	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1789883268	-0.1260700389	-0.0705271992	0.2309300374	-0.0712596323	0.0542305638	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2227054246	2.8052185855	0.8250125887	2.4750377661	
0.6600000000	0.6027313649	-4.3106736858	3.2120241093	0.5569542992	1.2130922408	0.4806591897	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4893263142	-0.0925917449	-0.8650644694	-0.0197146563	0.0886854353	-0.9287861448	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1810635538	-0.1262531472	-0.0706492714	0.2286717021	-0.0710765240	0.0602731365	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2202639811	2.8039978637	0.8250125887	2.4750377661	
0.6800000000	1.5945677882	-4.3106736858	2.9373617151	0.6179903868	1.1673151751	0.4959182116	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4849317159	-0.0836804761	-0.8568856336	-0.0187380789	0.0851453422	-0.9229266804	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1800259403	-0.1266803998	-0.0711375601	0.2301365682	-0.0719310292	0.0535591669	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2178225376	2.8027771420	0.8250125887	2.4750377661	
0.7000000000	2.2964827955	-4.1886015106	3.0441748684	0.5722133211	1.2130922408	0.3433279927	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4793163958	-0.0951552605	-0.8650644694	-0.0215457389	0.0852674144	-0.9271992065	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1806363012	-0.1262531472	-0.0704051270	0.2301365682	-0.0735179675	0.0411078050	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2214847028	2.8039978637	0.8250125887	2.4750377661	
0.7200000000	1.9913023575	-5.1956969558	2.2812237736	0.4654001678	1.2741283284	0.2670328832	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4826123445	-0.1033340963	-0.8692149233	-0.0187380789	0.0884412909	-0.9267109178	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1804531930	-0.1272297246	-0.0706492714	0.2291599908	-0.0738231479	0.0409857328	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2239261463	2.8039978637	0.8250125887	2.4750377661	
0.7400000000	1.7166399634	-6.4469367514	0.9994659342	0.6332494087	1.2436102846	0.1144426642	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4835889220	-0.1076066224	-0.8566414893	-0.0149538415	0.0873426413	-0.9243915465	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1808804456	-0.1272907607	-0.0710154879	0.2314183261	-0.0710154879	0.0512397955	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2239261463	2.8052185855	0.8250125887	2.4750377661	
0.7600000000	0.0991836423	-6.2027924010	0.9384298466	0.5569542992	1.2893873503	0.2365148394	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4829785611	-0.1122453651	-0.8568856336	-0.0232547494	0.0889295796	-0.9219501030	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1793545434	-0.1250324254	-0.0710765240	0.2342259861	-0.0724803540	0.0440985733	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2214847028	2.8027771420	0.8250125887	2.4750377661	
0.7800000000	-0.3891050584	-6.0959792477	0.5416952773	0.5722133211	1.1978332189	0.4806591897	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4872510872	-0.1066300450	-0.8625009537	-0.0249637598	0.0869764248	-0.9232928969	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1802090486	-0.1264362554	-0.0716868849	0.2320286870	-0.0762645914	0.0569771878	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2202639811	2.8027771420	0.8250125887	2.4750377661	
0.8000000000	-0.9384298466	-6.4621957733	0.0228885328	0.5111772335	1.1062790875	0.3128099489	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4822461280	-0.0999160754	-0.8567635615	-0.0200808728	0.0880750744	-0.9247577630	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1790493629	-0.1266803998	-0.0707103075	0.2314183261	-0.0735790036	0.0544747082	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2214847028	2.8039978637	0.8250125887	2.4750377661	
0.8200000000	-1.8539711604	-7.0267795834	1.3656824598	0.6637674525	1.2130922408	0.5416952773	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4852979324	-0.0910048066	-0.8589608606	-0.0193484398	0.0859998474	-0.9224383917	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1815518425	-0.1259479667	-0.0707103075	0.2341039139	-0.0710765240	0.0546578164	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2239261463	2.8052185855	0.8250125887	2.4750377661	
0.8400000000	-1.7166399634	-8.6137178607	1.5487907225	0.5569542992	1.3199053941	0.4654001678	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4883497368	-0.0801403830	-0.8581063554	-0.0224002441	0.0863660639	-0.9289082170	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1797817960	-0.1261310750	-0.0709544518	0.2303807126	-0.0719310292	0.0514229038	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2227054246	2.8039978637	0.8250125887	2.4750377661	
0.8600000000	-1.4877546349	-9.0104524300	1.1062790875	0.6027313649	1.3199053941	0.3280689708	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	-0.4876173037	-0.0802624552	-0.8601815824	-0.0226443885	0.0870984970	-0.9237811856	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.1806363012	-0.1262531472	-0.0699168383	0.2302586404	-0.0729686427	0.0545967803	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	3.2214847028	2.8027771420	0.8250125887	2.4750377661	
